DO_ID,Course Name,Date of Creation,Organisation Name,Certificate Course (Y/N),Status,Batch Count,All Batch IDs
do_113946423973617664136,dec-13-test-1,2023-12-13,NULP,N,Draft,0,
do_11369532665402982411521,Delete this Course,2022-12-23,NIUA,N,Review,0,
do_1138326053071175681401,demo,2023-07-05,NULP,N,Review,0,
do_113509928775819264149,demo,2022-04-05,NULP,N,Retired,0,
do_1130446929991516161340,Demo,2020-06-17,PCMC,N,Retired,0,
do_1130446936552898561342,Demo,2020-06-17,PCMC,N,Retired,0,
do_113712960770318336191,Demo,2023-01-17,NULP,N,Draft,0,
do_11370370108506931211551,Demo Course,2023-01-04,NULP,N,Draft,0,
do_1135840571446231041586,Demo Course,2022-07-19,NULP,N,Retired,0,
do_113965725797638144157,demo course 0901,2024-01-09,NULP,N,Review,0,
do_113568709631754240169,Demo Course123,2022-06-27,NULP,N,Retired,0,
do_1137242523429847041383,demo-1,2023-02-02,NULP,N,Retired,0,
do_1138587938505932801269,demo-aug11,2023-08-11,NULP,N,Review,0,
do_1138318717340549121356,demo-optittest,2023-07-04,NULP,N,Review,0,
do_113817016236630016179,demo-test,2023-06-13,NULP,N,Retired,0,
do_1138475614012538881519,demo-tree,2023-07-26,NULP,N,Failed,0,
do_11341004857789644811016,Designing of Treatment Systems for Faecal Sludge and Septage Management,2021-11-15,NIUA,N,Live,0,
do_11394589483929600018,DevOps,2023-12-12,NULP,N,Retired,0,
do_1138609587113328641325,devops,2023-08-14,NULP,N,Review,0,
do_113182800071770112137,Digi Thane,2020-12-29,NULP,N,Draft,0,
do_1133315541074657281493,Double Entry Accounting System at NDMC,2021-07-27,NDMC,N,Retired,0,
do_1133231026326077441279,Double Entry Accounting System at NDMC,2021-07-15,Ghaziabad Municipal Corporation,N,Retired,0,
do_1133230993037393921292,Double Entry Accounting System at NDMC,2021-07-15,Ghaziabad Municipal Corporation,N,Retired,0,
do_1133230920660418561277,Double Entry Accounting System at NDMC,2021-07-15,Ghaziabad Municipal Corporation,N,Retired,0,
do_1137228115738378241324,DRAFT Course 101,2023-01-31,NULP,N,Retired,0,
do_1133852805390745601881,Drinking Water solution in Ahmedabad,2021-10-11,NULP,N,Retired,0,
do_11420072160699187219,dummy course,2024-12-06,NIUA,N,Draft,0,
do_1141893367754096641612,Dummy course,2024-11-20,NIUA,N,Review,0,
do_1140349027455467521972,dummy course,2024-04-16,NIUA,N,Review,0,
do_1136676259731537921868,Dummy Course,2022-11-14,NIUA,Y,Retired,1,'0136676587625103369'
do_1136676259731537921868,Dummy Course,2022-11-14,NIUA,Y,Retired,1,'0136676587625103369'
do_1140257469083156481695,Dummy Course 0304,2024-04-03,NULP,Y,Retired,1,'01402575017159884827'
do_1140257469083156481695,Dummy Course 0304,2024-04-03,NULP,Y,Retired,1,'01402575017159884827'
do_1140045092148101121511,Dummy Course 0403,2024-03-04,NIUA,Y,Retired,1,'01400457527981670415'
do_11407174345234841611324,Dummy course 0706,2024-06-07,NIUA,Y,Retired,2,"'01405686850883584035', '01407176648081408039'"
do_11407174345234841611324,Dummy course 0706,2024-06-07,NIUA,Y,Retired,2,"'01405686850883584035', '01407176648081408039'"
do_1140073561482362881579,Dummy course 0803,2024-03-08,NIUA,Y,Retired,1,'01400740831610470419'
do_1140307936925941761963,Dummy course 1004,2024-04-10,NIUA,Y,Retired,2,"'01402017481477324824', '01403079734565273631'"
do_1140307973902336001967,Dummy course 1004 one,2024-04-10,NIUA,Y,Retired,3,"'01402017481477324824', '01403079734565273631', '01403080580103372832'"
do_11411843863532339211509,Dummy course 1208,2024-08-12,NULP,N,Review,0,
do_1140115895121510401586,Dummy Course 1403,2024-03-14,NIUA,Y,Retired,1,'01401166736771481622'
do_11405684833919795211210,Dummy course 1705,2024-05-17,NIUA,Y,Retired,1,'01405686850883584035'
do_11405702960526950411219,Dummy course 1705 new,2024-05-17,NIUA,Y,Retired,2,"'01405686850883584035', '01405703747502080036'"
do_11410171797653913611472,Dummy course 1907,2024-07-19,NULP,N,Retired,0,
do_11368256351592448011076,Dummy Course 2,2022-12-05,NIUA,Y,Retired,1,'01368256840298496013'
do_11368256351592448011076,Dummy Course 2,2022-12-05,NIUA,Y,Retired,1,'01368256840298496013'
do_1140158090930503681610,dummy course 2003,2024-03-20,NIUA,Y,Retired,1,'01402017481477324824'
do_1140251419111014401680,Dummy Course 2004,2024-04-02,nultestorg,N,Retired,1,'01402515356010086425'
do_11405900875111628811251,Dummy course 2005,2024-05-20,NIUA,Y,Retired,3,"'01405686850883584035', '01405703747502080036', '01405901830785433637'"
do_114124125719109632113,Dummy Course 2008,2024-08-20,NULP,N,Review,0,
do_11406181869875200011272,Dummy course 2405 invite ony,2024-05-24,NIUA,Y,Retired,4,"'01405686850883584035', '01405703747502080036', '01405901830785433637', '01406182653868441638'"
do_1140193299974717441669,Dummy Course 2503,2024-03-25,NIUA,N,Retired,0,
do_11404127998161715211030,Dummy course 2504,2024-04-25,NIUA,Y,Retired,1,'01404199531270963233'
do_1141280160518635521128,dummy course 2608,2024-08-25,NIUA,Y,Retired,1,'01413018907076198462'
do_1141280146056069121125,Dummy course 2608,2024-08-25,NIUA,N,Draft,0,
do_1140010198134702081476,dummy course 2802,2024-02-28,NIUA,N,Retired,0,
do_1140052428818841601529,dummy course by nulpcreator1,2024-03-05,nulp-mainorg,Y,Retired,2,"'01400518095897395216', '01400524637490380817'"
do_1140264489412444161752,Dummy Course by nulpcreator1 0404,2024-04-04,nulp-mainorg,Y,Retired,1,'01402645353350758428'
do_1140052389314805761523,dummy course by nulpcreator5,2024-03-05,NULP,Y,Retired,2,"'01400518095897395216', '01402653971533824030'"
do_11368261608669184011095,Dummy Course NIUA1 Dummy Course NIUA2 Dummy Course NIUA3 Dummy Course NIUA4,2022-12-05,NIUA,Y,Retired,1,'01368262607047884814'
do_11368261608669184011095,Dummy Course NIUA1 Dummy Course NIUA2 Dummy Course NIUA3 Dummy Course NIUA4,2022-12-05,NIUA,Y,Retired,1,'01368262607047884814'
do_1137228335893217281331,dummy Course p1,2023-01-31,NULP,N,Retired,0,
do_1137228393691791361335,dummy Course p1,2023-01-31,NULP,N,Retired,0,
do_1140264718384578561765,Dummy course pcmccreator 0304,2024-04-04,PCMC,Y,Retired,3,"'01401599480320819223', '01402573527951769626', '01402648172361318429'"
do_1140257251273687041688,Dummy course rm 0304,2024-04-03,NIUA,Y,Retired,2,"'01401599480320819223', '01402573527951769626'"
do_1140159778451537921636,Dummy course rm 2003,2024-03-20,NIUA,Y,Retired,1,'01401599480320819223'
do_11410935960603033611501,Dummy course rm 3007,2024-07-30,NULP,N,Review,0,
do_1140158316495994881615,Dummy course1,2024-03-20,NIUA,N,Draft,0,
do_1140115948164628481591,Dummy Course1 1403,2024-03-14,nulp-mainorg,N,Retired,1,'01401160822172057620'
do_11410368779864473611482,Dummy course1 2207,2024-07-22,NIUA,Y,Retired,1,'01410369840694886441'
do_11410573991347814411494,Dummy course1 2507,2024-07-25,NIUA,Y,Retired,4,"'01410369840694886441', '01410369633891942442', '01410370181646745643', '01410574765499187245'"
do_1141462221312901121402,dummy course1111 2009,2024-09-20,NIUA,N,Review,0,
do_1140116536134533121599,Dummy Course2 1403,2024-03-14,NULP,Y,Retired,1,'01401166504356249621'
do_11410369233977344011485,Dummy course2 2207,2024-07-22,NIUA,Y,Retired,2,"'01410369840694886441', '01410369633891942442'"
do_11410369460601651211489,Dummy course3 2207,2024-07-22,NIUA,Y,Retired,3,"'01410369840694886441', '01410369633891942442', '01410370181646745643'"
do_1140051745477836801519,dummy invite only course,2024-03-05,NIUA,Y,Retired,1,'01400518095897395216'
do_1137235442636472321357,dummy tekdi Course test1,2023-02-01,NULP,N,Retired,0,
do_1137887999610060801282,Dummy Tekdi Test course consumption Vishal,2023-05-04,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1140350296536268801989,Dunmmy,2024-04-16,NIUA,N,Review,0,
do_1133739238734151681829,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-25,TERI,Y,Retired,1,'0133773888608501760'
do_1133739238734151681829,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-25,TERI,Y,Retired,1,'0133773888608501760'
do_1133739177642803201827,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-25,TERI,N,Retired,0,
do_1133739147877990401823,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-25,TERI,N,Retired,0,
do_1133723896524144641837,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-23,NULP,N,Retired,0,
do_1133723841988280321793,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-23,NULP,N,Retired,0,
do_1133711620034314241806,e-Certificate Course on Mainstreaming Urban Climate Action,2021-09-21,NULP,N,Retired,0,
do_1133216680608563201206,E-Course on Vulnerability Atlas of India,2021-07-13,BMTPC,N,Retired,0,
do_1133216599841259521201,E-Course on Vulnerability Atlas of India,2021-07-13,BMTPC,N,Retired,0,
do_1133216337432739841204,E-Course on Vulnerability Atlas of India,2021-07-13,BMTPC,N,Retired,0,
do_1130406943787089921330,E-Mobility,2020-06-11,PCMC,N,Retired,0,
do_1135891775284264961987,Electric Mobility Roadmap for Smart Cities in India,2022-07-26,WRI India,N,Live,1,'01429681604870144028'
do_114127591313154048151,Emotional Intelligence for Administrators 2508,2024-08-25,NIUA,Y,Retired,1,'01412764565567078451'
do_11344957434211532811049,Enabling Safe Access to Mass Transit: A Toolkit for Community Engagement and Decision-making,2022-01-10,WRI India,N,Retired,0,
do_11316721482312908815,er,2020-12-07,PCMC,N,Retired,0,
do_11377730235895808013,Essentials of GIS based Property Tax system for Municipal Corporation,2023-04-18,ESRI,Y,Live,1,'0137786936818401280'
do_1136006204621619201138,Estimating Housing Shortage in India,2022-08-11,IIHS,N,Retired,0,
do_113749043843743744125,Estimating Housing Shortage in India,2023-03-09,IIHS,N,Retired,0,
do_1140293115497103361893,Event Management Course,2024-04-08,NIUA,N,Draft,0,
do_114303220868726784135,Faecal Sludge and Septage Management – Orientation Module,2025-04-30,NULP,N,Live,1,'01430323146337484847'
do_1131233892073308161606,Faecal Sludge and Septage Management: Orientation Module,2020-10-06,NIUA,N,Retired,0,
do_1130808951484497921553,FAECAL SLUDGE TREATMENT SYSTEMS,2020-08-07,NULP,N,Retired,0,
do_1141929192209940481788,fdgfd,2024-11-25,NIUA,N,Draft,0,
do_1137935456024903681319,Final Assessment,2023-05-11,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1138560114867486721172,FSSM Orientation,2023-08-07,NULP,N,Live,1,'01410432921738444844'
do_11426853013456486416,Fundamentals of Disability Inclusion,2025-03-12,NIUA,Y,Retired,1,'0142685426583797760'
do_114268543574073344118,Fundamentals of Disability Inclusion,2025-03-12,NIUA,N,Live,1,'0142685533929799681'
do_1133407057397432321635,Fundamentals of Disability Inclusion,2021-08-09,NIUA,N,Retired,0,
do_1133407057397432321635,Fundamentals of Disability Inclusion,2021-08-09,NIUA,N,Retired,0,
do_1133374594540584961591,Fundamentals of Disability Inclusion,2021-08-04,NIUA,N,Retired,0,
do_1133406221725859841627,Fundamentals of Disability Inclusion,2021-08-09,NIUA,N,Retired,0,
do_1133378098549063681595,Fundamentals of Disability Inclusion,2021-08-05,NIUA,N,Retired,0,
do_1133252797465640961325,Fundamentals of Disability Inclusion,2021-07-18,NULP,N,Draft,0,
do_1133253566841487361341,Fundamentals of Disability Inclusion,2021-07-18,NULP,N,Retired,0,
do_1140160165696880641666,Fundamentals of Disability Inclusion,2024-03-20,NIUA,N,Review,0,
do_1133455862856171521733,Fundamentals of Disability Inclusion- Course curated by NIUA & AIILSG,2021-08-16,NIUA,N,Retired,0,
do_11420278272295731211,Gender and Climate Change in the Urban Context: Basics,2024-12-09,NIUA,Y,Live,1,'0142048498939740161'
do_1135403714129428481303,General knowledge,2022-05-18,NULP,N,Retired,0,
do_1137965701808619521395,Geo-Spatial Technology - Best Practices by MPSEDC Ltd. Madhya Pradesh,2023-05-15,NULP,N,Draft,0,
do_1133902548594032641900,gh,2021-10-18,NULP,N,Retired,0,
do_1133830374779944961937,GIS,2021-10-08,NULP,N,Retired,0,
do_1133830168987402241931,gis,2021-10-08,NULP,N,Retired,0,
do_114298938019127296121,GIS and City Mapping,2025-04-24,ESRI,N,Live,1,'01430258163220480044'
do_1133264986384138241387,GIS and City Mapping,2021-07-20,ESRI,N,Retired,0,
do_1133809043329761281907,GIS as Foundation Technology of Smart Cities,2021-10-05,ESRI,N,Retired,0,
do_1133816240403578881920,GIS based master plan,2021-10-06,NULP,N,Retired,0,
do_1135403999472762881306,Gk Tekdi test,2022-05-18,NULP,Y,Retired,1,'01354040734942822414'
do_1136587784225669121562,Greening Indian Cities through efficient buildings,2022-11-01,WRI India,N,Live,2,"'0137964744797798403', '01429681372010086417'"
do_1135891995438202881995,Greening Indian Cities through Efficient Buildings,2022-07-26,WRI India,N,Retired,0,
do_1138572595938426881202,happy-life,2023-08-09,NULP,N,Review,0,
do_113194850623193088166,hello,2021-01-15,NULP,N,Draft,0,
do_11345254059827200011121,Himachal Pradesh- Jal Shakti Mission,2022-01-14,Engineering Staff College of India,N,Live,0,
do_113172853100290048127,how to be green,2020-12-15,NULP,N,Draft,0,
do_113756742827327488167,How to design for citizen centric e-governance solutions?,2023-03-20,NUDM National Urban Digital Mission,N,Retired,0,
do_1133237693043179521321,How to Improve Swachh Survekshan Ranking for ULBs,2021-07-16,NULP,N,Retired,0,
do_113185874419015680138,How to improve Swachh Survekshan ranking?,2021-01-02,NULP,N,Draft,0,
do_1138539499082219521140,https,2023-08-04,NULP,N,Review,0,
do_1138581341912350721243,https-v1,2023-08-10,NULP,N,Review,0,
do_113257217473847296127,ICCC,2021-04-13,Ghaziabad Municipal Corporation,N,Draft,0,
do_1141495522711552001555,ICCC as COVID Call Center at Bhopal,2024-09-25,Madhya Pradesh,N,Live,1,'01430258324918272045'
do_1133287586128691201425,ICCC as COVID Call Center at Bhopal,2021-07-23,Madhya Pradesh,N,Retired,0,
do_114299660140158976176,ICCC at Ghaziabad Nagar Nigam,2025-04-25,Ghaziabad Municipal Corporation,N,Live,1,'01429968826461388838'
do_1138325994650992641385,ICTs for Accessible and Inclusive Urban Development,2023-07-05,IIT Roorkee,N,Review,0,
do_1130406857002106881305,Identity and Access Management Overview,2020-06-11,PCMC,N,Retired,0,
do_113811998913888256128,ignore,2023-06-06,NULP,N,Draft,0,
do_11381223336635596815,ignore test - 7,2023-06-06,NULP,N,Review,0,
do_113806437042651136111,"Implementation Level Course: Infant, Toddler, Caregiver-Friendly Neighbourhoods (ITCN) Capacity Building Programme",2023-05-29,Infant Toddler Caregiving Neighborhood ,Y,Live,1,'0138140746733240328'
do_1131390272981319681660,Improving Swachh Bharat Ranking in ULBs,2020-10-28,NULP,N,Draft,0,
do_1135891665531453441971,Inclusion of Transit Oriented Development in City Master Plans,2022-07-26,WRI India,N,Live,2,"'0136587422959206405', '01429681454061158414'"
do_1139924974784020481148,Inclusive Sanitation,2024-02-16,NIUA,N,Live,1,'01413898608396697684'
do_1139896846300200961446,Inclusive Sanitation,2024-02-12,NIUA,N,Retired,0,
do_11369270262144204811501,Indira Rasoi Yojna,2022-12-19,NULP,Y,Live,1,'01369307482923008019'
do_1135849259434393601833,Indore- Carbon Credit Finance,2022-07-20,Madhya Pradesh,N,Retired,0,
do_1130504057777274881469,Integrated Capacity Building Programme-Pradhan Mantri Awas Yojana,2020-06-25,NULP,N,Retired,0,
do_1132323197631365121239,Integrated Command and Control Centre at Ghaziabad,2021-03-09,AIILSG,N,Draft,0,
do_113258522887528448139,Integrated Command and Control Centre at Ghaziabad Nagar Nigam,2021-04-15,Ghaziabad Municipal Corporation,N,Review,0,
do_113258522887528448139,Integrated Command and Control Centre at Ghaziabad Nagar Nigam,2021-04-15,Ghaziabad Municipal Corporation,N,Retired,0,
do_114299617685905408154,Integrated Housing Strategy,2025-04-25,CRDF,N,Live,1,'01429962707896729637'
do_1133236394498211841304,Integrated Housing Strategy,2021-07-16,CRDF,N,Retired,0,
do_1141495268813619201501,Integrated Housing Strategy,2024-09-25,CRDF,N,Review,0,
do_1141900213068840961644,Integrated Wastewaster and faecal sludge management-Nepali,2024-11-21,NIUA,N,Retired,0,
do_1141935778465628161923,Integrated Wastewater and Septage Management (IWSM) - Design- English (Part-II),2024-11-26,NIUA,Y,Live,1,'014197918018322432159'
do_1136097142755328001237,Integrated Wastewater and Septage Management - Design Module,2022-08-24,NIUA,N,Live,1,'01361886584532172820'
do_1143039887764357121108,Integrated Wastewater and Septage Management - Planning Module,2025-05-01,NULP,N,Draft,0,
do_1143039887764357121108,Integrated Wastewater and Septage Management - Planning Module,2025-05-01,NULP,N,Live,0,
do_113203960552792064198,Integrated Wastewater and Septage Management - Planning Module,2021-01-28,NIUA,N,Retired,0,
do_1141929569764802561829,Integrated Wastewater and Septage Management IWSM - Design (Part 1),2024-11-25,NIUA,N,Live,1,'014197916863234048158'
do_1133782200739676161894,Intelligent Traffic Management System,2021-10-01,PCMC,N,Draft,0,
do_1141533077171240961614,Intelligent Traffic Management System (ITMS) at Bhopal,2024-09-30,Madhya Pradesh,N,Live,1,'01430258645322956846'
do_1133288210323210241442,Intelligent Traffic Management System at Bhopal,2021-07-23,Madhya Pradesh,N,Retired,0,
do_1138261218379202561142,Intermediate Level - Solid Waste Management Learning Journey,2023-06-26,NULP,Y,Retired,1,'01382624083730432015'
do_1138261218379202561142,Intermediate Level - Solid Waste Management Learning Journey,2023-06-26,NULP,Y,Retired,1,'01382624083730432015'
do_1139974386277580801378,Intermediate level-Solid Waste Management-,2024-02-23,NULP,Y,Draft,1,'0140002482919751683'
do_1139974386277580801378,Intermediate level-Solid Waste Management-,2024-02-23,NULP,Y,Live,1,'0140002482919751683'
do_1140067897586974721570,Introduction to Enabling Gender Responsive Urban Mobility and Public Spaces in India,2024-03-07,World Bank,Y,Live,1,'01400680876173721618'
do_1140067647356764161566,Introduction to Enabling Gender Responsive Urban Mobility and Public Spaces in India.,2024-03-07,World Bank,N,Draft,0,
do_11345115653626265611074,Introduction to Enabling Safe Access to Mass Transit: A toolkit for community engagement and decision making,2022-01-12,WRI India,N,Live,0,
do_11345115331429990411056,Introduction to Enabling Safe Access to Mass Transit: A toolkit for community engagement and decision making,2022-01-12,WRI India,N,Retired,0,
do_11344957627411660811073,Introduction to Enabling Safe Access to Mass Transit: A toolkit for community engagement and decision making,2022-01-10,WRI India,N,Retired,0,
do_1136598919702609921643,"Introduction to NUDM Platforms, Program Governance and Implementation",2022-11-03,NIUA,Y,Live,1,'0136604884714700808'
do_1136598919702609921643,"Introduction to NUDM Platforms, Program Governance and Implementation",2022-11-03,NIUA,Y,Draft,1,'0136604884714700808'
do_1133562669741998081783,Introduction to NULP,2021-08-31,NULP,N,Retired,0,
do_113891346200854528125,invite only test,2023-09-26,NULP,N,Retired,0,
do_113972729541533696191,Invite-only,2024-01-19,NIUA,Y,Retired,1,'0139769155491594242'
do_11381143615510118411,IO Test,2023-06-05,NULP,N,Retired,0,
do_11381144246233497618,IO Test2,2023-06-05,NULP,N,Retired,0,
do_113892742189195264149,Issue Cerificate Course - kp - 28sept,2023-09-28,NIUA,Y,Retired,1,'0138927533548830728'
do_1133817865202401281875,ITMS,2021-10-06,PCMC,N,Draft,0,
do_1133725631538708481797,ITMS,2021-09-23,PCMC,N,Draft,0,
do_1133654530322268161764,ITMS,2021-09-13,PCMC,N,Draft,0,
do_1133611337272934401754,ITMS,2021-09-07,PCMC,N,Review,0,
do_1133583091183943681784,ITMS,2021-09-03,PCMC,N,Retired,0,
do_1133407401151037441654,ITMS,2021-08-09,PCMC,N,Retired,0,
do_1133364525728481281590,ITMS,2021-08-03,PCMC,N,Retired,0,
do_1133364255312936961620,ITMS,2021-08-03,PCMC,N,Retired,0,
do_1133334807956848641550,ITMS,2021-07-30,PCMC,N,Retired,0,
do_1133333897893642241544,ITMS,2021-07-30,PCMC,N,Retired,0,
do_1141929235665879041794,IWSM ডিজাইন কোর্স (বাংলা) পর্ব 1,2024-11-25,NIUA,Y,Live,1,'014197924204068864160'
do_11419489550277836811048,IWSM ডিজাইন কোর্স (বাংলা) পার্ট 2,2024-11-28,NIUA,Y,Live,1,'014197926336135168161'
do_1133816322899886081874,jkl,2021-10-06,PCMC,N,Retired,0,
do_11316721242216038411,jnasjdlk,2020-12-07,PCMC,N,Draft,0,
do_113847623504166912119,jul 26 ns test,2023-07-26,NULP,N,Failed,0,
do_113847670640910336129,jul 26th test -10,2023-07-26,NULP,N,Failed,0,
do_113847740231081984154,jul 27 test -1,2023-07-26,NULP,N,Retired,0,
do_113847740231081984154,jul 27 test -12,2023-07-26,NULP,N,Retired,0,
do_113847634522488832126,jul 28 test-5,2023-07-26,NULP,N,Failed,0,
do_113847718245670912141,jul 29 test -2,2023-07-26,NULP,N,Failed,0,
do_113811988997079040119,june 12:30,2023-06-06,NULP,N,Review,0,
do_113811979540209664113,june 6 test case -2,2023-06-06,NULP,N,Retired,0,
do_113812384140926976120,june 7 test -1,2023-06-06,NULP,N,Draft,0,
do_1135218436300963841105,Komal April 22 - Course II,2022-04-22,NULP,N,Retired,0,
do_1135240766895390721126,Komal Assessment Course April 25,2022-04-25,NULP,N,Retired,0,
do_1135238506274570241112,KOmal Course,2022-04-25,NULP,N,Retired,0,
do_1135239219354746881115,Komal Course - April 25 - 1st,2022-04-25,NULP,N,Retired,0,
do_1135238452974305281108,Komal Course - April 25 I,2022-04-25,NULP,N,Retired,0,
do_1135261803842109441135,Komal Course - April 28,2022-04-28,NULP,N,Retired,0,
do_113521148532473856184,Komal Course Apr 21,2022-04-21,NULP,N,Retired,0,
do_113521252261855232197,Komal Course April 21 - I,2022-04-21,NULP,N,Retired,0,
do_1135217984976650241101,Komal Course April 22 I,2022-04-22,NULP,N,Retired,0,
do_1141495469035028481545,Land use & Landcover (LULC) Mapping for Urban Development,2024-09-25,SAIARD,N,Retired,1,'01415028265054208095'
do_1133456865196195841715,Land use & Landcover (LULC) Mapping for Urban Development,2021-08-16,SAIARD,N,Retired,0,
do_1133456691248250881755,Land use & Landcover (LULC) Mapping for Urban Development,2021-08-16,SAIARD,N,Retired,0,
do_1133456592087203841704,Land use & Landcover (LULC) Mapping for Urban Development,2021-08-16,SAIARD,N,Retired,0,
do_113853051334074368195,latest 3 aug,2023-08-03,NULP,N,Draft,0,
do_113847740216885248153,latest test,2023-07-26,NULP,N,Retired,0,
do_1135841457156341761602,LCCM,2022-07-19,Leaders in Climate Change Management,N,Retired,0,
do_1136132106911334401449,LCCM Core,2022-08-29,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1135699841061191681284,LCCM Core,2022-06-29,Leaders in Climate Change Management,N,Retired,0,
do_1135699841061191681284,LCCM Core,2022-06-29,Leaders in Climate Change Management,N,Retired,0,
do_11370455974296780811593,LCCM Core Module 1: Basics of Climate Science,2023-01-05,Leaders in Climate Change Management LCCM,N,Retired,1,'01370510874030080023'
do_11370455974296780811593,LCCM Core Module 1: Basics of Climate Science,2023-01-05,Leaders in Climate Change Management LCCM,N,Retired,1,'01370510874030080023'
do_1136132310751805441469,LCCM Core Module 1: Basics of Climate Science,2022-08-29,Leaders in Climate Change Management LCCM,N,Retired,1,'01370506303655936021'
do_1136132310751805441469,LCCM Core Module 1: Basics of Climate Science,2022-08-29,Leaders in Climate Change Management LCCM,N,Retired,1,'01370506303655936021'
do_1136111150075985921364,LCCM Core Module 1: Basics of Climate Science,2022-08-26,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1136111150075985921364,LCCM Core Module 1: Basics of Climate Science,2022-08-26,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1136238957658849281684,LCCM Core Module 2: Climate Change Impacts & Adaptation,2022-09-13,Leaders in Climate Change Management LCCM,N,Retired,1,'01370507034948403222'
do_1136238957658849281684,LCCM Core Module 2: Climate Change Impacts & Adaptation,2022-09-13,Leaders in Climate Change Management LCCM,N,Retired,1,'01370507034948403222'
do_113630979293036544153,LCCM Core Module 3: Climate Change Impacts and Adaptation,2022-09-23,Leaders in Climate Change Management LCCM,N,Retired,0,
do_113630979293036544153,LCCM Core Module 3: Climate Change Impacts and Adaptation,2022-09-23,Leaders in Climate Change Management LCCM,N,Retired,0,
do_113717314715435008191,LCCM Core Module 3: Climate Change Mitigation,2023-01-23,Leaders in Climate Change Management LCCM,N,Retired,1,'0137178043775713287'
do_113717314715435008191,LCCM Core Module 3: Climate Change Mitigation,2023-01-23,Leaders in Climate Change Management LCCM,N,Retired,1,'0137178043775713287'
do_1137201566404444161245,LCCM Core Module 4: City Climate Action Planning (CCAP),2023-01-27,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1137201566404444161245,LCCM Core Module 4: City Climate Action Planning (CCAP),2023-01-27,Leaders in Climate Change Management LCCM,N,Retired,1,'01372208177355980812'
do_1136132164072243201460,LCCM Dummy Course,2022-08-29,Leaders in Climate Change Management LCCM,N,Retired,0,
do_113961429145141248117,LCCM Phase I - Final Assessment,2024-01-03,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139627876313088002'
do_113961429145141248117,LCCM Phase I - Final Assessment,2024-01-03,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139627876313088002'
do_11381904283797913612,LCCM Phase I – Final Assessment,2023-06-16,Leaders in Climate Change Management LCCM,N,Retired,0,
do_11381904974577664017,LCCM Phase I – Final Assessment,2023-06-16,Leaders in Climate Change Management LCCM,N,Retired,0,
do_11381904974577664017,LCCM Phase I – Final Assessment,2023-06-16,Leaders in Climate Change Management LCCM,N,Retired,0,
do_11381905426369740811,LCCM Phase I – Final Assessment,2023-06-16,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139627906176942083'
do_1138021383025786881501,LCCM Phase I – Final Assessment,2023-05-23,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1138021247074713601493,LCCM Phase I – Final Assessment,2023-05-23,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1138021247074713601493,LCCM Phase I – Final Assessment,2023-05-23,Leaders in Climate Change Management LCCM,N,Retired,0,
do_113965750645440512160,LCCM Phase I- Final Assessment,2024-01-09,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139657542608650240'
do_113965750645440512160,LCCM Phase I- Final Assessment,2024-01-09,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139657542608650240'
do_113965756604735488163,LCCM Phase I- Final Assessment,2024-01-09,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139657742178713601'
do_113965756604735488163,LCCM Phase I- Final Assessment,2024-01-09,Leaders in Climate Change Management LCCM,Y,Retired,1,'0139657742178713601'
do_113965768578072576167,LCCM Phase I- Final Assessment,2024-01-09,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1135842893160284161693,Leaders in Climate Change Management (Core Modules),2022-07-19,Leaders in Climate Change Management,N,Retired,0,
do_1135842893160284161693,Leaders in Climate Change Management (Core Modules),2022-07-19,Leaders in Climate Change Management,N,Retired,0,
do_1138340483087892481415,lecture-opt,2023-07-07,NULP,N,Review,0,
do_113169476877017088120,Liquid Waste Management,2020-12-10,NULP,N,Draft,0,
do_1133720670855495681791,Local Area Planning,2021-09-22,CRDF,N,Live,0,
do_1133719415694622721813,Local Area Planning,2021-09-22,CRDF,N,Retired,0,
do_114284738848514048123,Mainstream Inclusive Green Economy (IGE) Principles in the Urban Sector in India,2025-04-04,NULP,Y,Live,1,'0142883208334950404'
do_114284738848514048123,Mainstreaming Inclusive Green Economy (IGE) Principles in the Urban Sector in India,2025-04-04,NULP,Y,Review,1,'0142883208334950404'
do_1133320717219594241533,Mainstreaming Rivers into City Planning,2021-07-28,NIUA,N,Live,0,
